refseqid	cds_len	transcript_len
NM_001242362	2274	2671
NR_146539	0	2627
NR_103866	0	3278
NR_110313	0	2218
NM_001242362	2274	2671
NM_001281494	3177	4063
NM_001305105	1251	1648
NM_016734	1176	8909
NM_019056	492	1124
NM_015512	12798	13110
NM_019054	2508	3404
NM_033632	2124	3909
NR_037400	0	100
NR_125978	0	490
NM_017657	2730	4039
NM_017656	1065	5568
NM_017655	948	3844
NM_017653	2010	4980
NM_017652	1209	2220
NM_014784	4569	6769
NM_015476	903	4051
NM_015955	894	1862
NM_015475	1557	2813
NM_017645	2868	6365
NR_038372	0	1364
NM_001350224	2343	4922
NM_006157	2433	3267
NM_001256888	513	3652
NR_037869	0	1887
NM_001195156	465	925
NM_001324401	2805	3050
NM_001324395	1149	3793
NM_001199868	1008	1352
NM_001199867	2259	5163
NM_002827	1308	3563
NR_111904	0	1577
NR_133921	0	3646
NR_111971	0	2248
NM_001354626	1197	2409
NM_001354625	1197	2312
NR_033806	0	3499
NR_111923	0	1777
NM_001286230	2067	4471
NM_001286229	1380	4367
NM_001320214	819	1551
NR_046659	0	457
NM_002912	9393	10836
NM_003687	993	2295
NM_003685	2136	3250
NM_032567	1293	1871
NM_030780	948	3119
NM_032564	1167	2454
NM_032563	279	610
NM_032561	654	1988
NM_030776	1290	2298
NM_032557	3129	7081
NM_030775	1080	2184
NM_032553	1002	1258
NM_024960	840	7739
NR_146062	0	5098
NR_028439	0	4350
NR_028402	0	3152
NM_001197080	1206	3235
NM_001304760	342	965
NM_001304759	426	1049
NM_001517	1389	1716
NM_021951	1122	2222
NM_031885	2166	2814
NM_005202	2112	4534
NM_001165035	3696	4581
NM_001316920	426	1769
NM_001354819	2604	5359
NM_001354137	2328	3399
NM_001354118	798	9471
NM_001354853	1554	3763
NM_001354855	876	3587
NM_001352553	219	2484
NM_001352552	219	2579
NM_001136043	1320	2318
NM_003380	1401	2189
NM_003379	1761	3149
NR_130899	0	886
NM_001195001	4302	5583
NM_005834	519	950
NM_005833	1119	1628
NM_006827	660	4144
NR_145725	0	131
NM_139276	2313	4973
NM_170725	1779	2709
NM_139265	1626	2893
NM_139241	2301	8359
NM_139212	222	1418
NM_139211	222	1145
NM_139208	558	732
NR_036217	0	72
NM_213566	807	3393
NM_001206951	1398	2049
NM_001330115	1272	7992
NR_106790	0	60
NM_001165034	744	3383
NR_073090	0	4876
NR_049844	0	60
NM_003615	3645	7759
NM_003412	1344	5231
NM_003411	2406	5240
NM_002647	2664	3103
NM_003406	738	2993
NM_003404	741	3223
NM_001301833	894	1573
NM_001308109	1548	2579
NM_001308108	1842	2657
NM_001308107	1662	2693
NM_001308106	1656	2618
NM_001323383	1152	2445
NM_001287181	1002	2020
NM_001282227	1410	4278
NM_001282385	639	1123
NM_001350799	1140	1708
NM_001350798	1212	1848
NM_001323385	1152	2594
NM_001323388	1098	2391
NM_001282986	432	880
NM_001282226	1536	4472
NM_001352090	2250	4472
NM_001352089	2352	4574
NM_024838	2232	3770
NM_024837	3579	5677
NM_080840	2382	3311
NM_138706	1153	2543
NM_138705	546	1101
NM_138703	1572	2257
NM_138702	1932	1932
NM_054014	327	901
NM_054012	1239	1786
NM_054026	735	1974
NM_054025	1005	3656
NM_054024	1965	2281
NM_133177	4323	5604
NM_133174	1455	2131
NR_037432	0	99
NR_038928	0	2283
NR_146761	0	790
NM_001167602	1455	2534
NR_037632	0	2506
NR_037633	0	5271
NR_037634	0	4403
NR_037635	0	2672
NR_037636	0	2599
NR_037637	0	2540
NR_135048	0	465
NM_003571	1248	1577
NM_003566	4236	8003
NM_004321	5073	8920
NM_004476	2253	4176
NM_005185	450	1380
NM_002262	540	3258
NM_001297622	1485	7551
NM_001297621	1422	7488
NM_001297620	1788	7717
NM_001304521	1593	2409
NR_132962	0	1804
NR_003929	0	2637
NR_144354	0	2382
NR_144355	0	2536
NR_144356	0	2830
NR_144357	0	2612
NM_001142315	477	1595
NM_001142307	1647	3515
NM_001136004	3222	7795
NM_001145154	1362	2304
NM_001284342	534	5957
NM_001284334	753	1239
NR_125979	0	641
NM_182548	660	2147
NM_198098	810	2914
NM_005679	2610	3946
NM_005527	1926	2537
NM_005527	1926	2537
NM_005527	1926	2537
NM_005526	1590	2175
NM_001353783	1341	5696
NM_205835	1746	2074
NM_205834	1950	2278
NM_205767	357	904
NR_135805	0	1195
NM_001290091	843	1318
NM_001290091	843	2187
NM_001290091	590	869
NM_013396	3168	5224
NR_132401	0	2130
NR_132402	0	1988
NR_132403	0	1984
NR_132404	0	1984
NR_132405	0	1980
NR_132406	0	1871
NR_132407	0	1748
NR_132408	0	1744
NR_132409	0	1605
NR_132410	0	1631
NR_132413	0	1302
NR_133919	0	2177
NR_132415	0	2221
NM_001114176	1554	5099
NM_001199822	414	781
NM_001199821	369	593
NM_001278668	714	4366
NM_001278667	714	4539
NM_001278743	390	3797
NM_001278742	414	3773
NM_001278741	474	3881
NR_103783	0	2616
NM_001286611	2391	4019
NM_001283008	1680	2568
NM_001283007	2004	2398
NM_001283006	1986	2380
NM_001286606	1200	1830
NM_001283005	1908	2302
NM_001283004	1776	2666
NM_001283003	1776	2679
NM_001283002	1974	2606
NM_001286586	447	1821
NM_001286585	507	1771
NM_001283001	1965	2704
NM_001283000	1965	2717
NM_001282999	1965	2541
NM_001282998	1965	2528
NM_001282997	1965	2699
NM_001282996	2016	2648
NM_001286612	2118	3746
NM_001320965	3807	6437
NM_001329233	1053	1864
NM_001352185	3780	5962
NM_001293807	681	1051
NM_001302617	390	801
NM_001302616	300	605
NM_002911	3357	5345
NM_002825	507	1735
NM_003679	1461	5266
NM_002952	882	942
NM_002948	615	2730
NM_058200	327	755
NM_058197	351	1222
NM_001281517	2136	3833
NM_001281518	585	2394
NM_001278278	621	3191
NM_001278277	621	3450
NM_001278304	561	2462
NM_001278303	501	1860
NM_001278302	429	1832
NM_002121	777	4055
NM_018704	1920	5900
NR_024567	0	3182
NM_001136269	462	1219
NM_001142557	1917	2916
NM_001304561	1449	1513
NM_001304561	1449	1513
NM_001304561	1449	1513
NM_001304561	1449	1513
NM_001304561	1449	1513
NR_110010	0	3405
NR_109988	0	4920
NM_001242327	1593	1593
NM_001242327	1593	1593
NM_001242327	1593	1593
NR_037868	0	4800
NM_014421	780	3637
NM_015186	9288	10055
NM_016639	390	1032
NM_016631	2754	3995
NM_016630	927	1832
NR_146907	0	2443
NR_126491	0	876
NR_120597	0	477
NR_120596	0	820
NR_120595	0	1239
NR_104199	0	1058
NR_073543	0	1156
NR_073542	0	1193
NR_073541	0	1240
NR_045019	0	1935
NR_034128	0	852
NM_212481	1785	2218
NR_135817	0	394
NM_001224	939	4040
NR_126098	0	1162
NM_001130823	4899	5458
NM_003218	1260	2900
NR_030158	0	76
NR_030161	0	68
NM_001324240	417	1370
NM_012286	867	1985
NM_012285	3054	3923
NM_012284	3252	3871
NM_012283	1401	1401
NM_024843	861	4357
NM_022481	4635	5262
NM_024840	1746	2231
NM_021959	381	1662
NM_021959	381	1663
NM_021959	381	1662
NM_021959	381	1662
NM_021959	381	1662
NM_021959	381	1662
NM_001271082	936	2070
NM_001320949	1380	1810
NM_018254	1488	4272
NM_020869	2673	4759
NM_018252	1053	1962
NM_018250	1977	2764
NR_133055	0	493
NM_001099336	1083	1515
NM_018151	7419	9855
NR_104171	0	2365
NM_001300976	693	3740
NM_001300975	1584	3283
NR_033967	0	1124
NM_001329102	333	2022
NM_001329101	333	1888
NM_001329099	588	1315
NR_106791	0	61
NM_015567	2877	4446
NM_015564	1551	5628
NM_015560	2883	6328
NM_019073	1467	5008
NM_015554	1854	5080
NM_019071	1257	2204
NM_019070	1452	1836
NM_019069	993	4183
NM_019067	1749	8573
NM_019065	1161	1606
NM_016818	2001	2959
NM_016815	330	1192
NM_019062	684	1250
NM_001098811	1452	2889
NM_052877	906	1496
NM_152479	720	843
NM_152478	1710	2590
NM_152477	1500	2023
NM_152476	2373	2802
NM_152475	1728	4703
NM_152473	1434	2490
NM_152468	2181	4419
NM_152467	1827	2036
NR_046744	0	697
NR_106793	0	73
NM_001145278	714	2003
NM_001278208	858	2082
NM_003921	702	3104
NM_003916	474	2320
NM_003915	1629	2206
NM_005444	900	3434
NM_005443	1875	2542
NM_004593	867	4288
NM_001291939	3645	10405
NM_001300990	1443	3427
NM_001270771	3603	6564
NM_001286211	807	2869
NM_001282459	987	1884
NM_001282459	987	1884
NM_001352655	4266	5453
NM_018647	1272	1638
NM_001390	2232	6343
NR_033827	0	1560
NM_001164754	885	3717
NM_001164756	612	1696
NM_001164755	813	3645
NM_001177465	2997	4418
NM_001177433	2295	2860
NM_001321816	1890	6344
NM_001286756	2430	2675
NM_001300736	1296	2836
NM_022477	1092	2988
NM_022476	879	2479
NM_025259	2235	2363
NM_025259	1686	1961
NR_045796	0	3142
NR_045828	0	723
NR_045828	0	723
NR_045828	0	723
NR_045828	0	723
NR_045828	0	723
NR_045828	0	723
NR_146769	0	2537
NM_001177608	933	1108
NM_001177466	2250	4532
NR_125986	0	456
NR_106727	0	62
NM_001134	1830	2039
NM_007184	4515	5239
NM_007177	435	3470
NM_007174	6084	8582
NM_001288735	1269	4803
NM_001199039	1203	2810
NM_001198618	1812	4375
NM_001281507	1557	2351
NM_001318932	420	3309
NM_005088	2088	3208
NM_005746	1476	4581
NM_022370	4161	4554
NR_146064	0	1164
NM_001257160	165	3315
NM_001257159	858	6222
NM_001257158	906	6270
NM_001271846	837	1173
NM_001271849	216	1082
NM_001270699	2385	4716
NM_001329649	1383	4225
NM_139049	1284	6109
NR_031623	0	87
NR_031612	0	87
NR_031598	0	69
NR_040008	0	2977
NM_001271856	759	1719
NM_001271855	1413	3682
NM_001271854	1545	4521
NM_001269045	1884	2915
NM_001270726	1530	4961
NM_024328	693	2210
NM_024327	513	1899
NM_020162	2124	5618
NM_024325	1800	3629
NM_021145	2283	4038
NM_024323	1914	2496
NM_024321	1443	1713
NM_024320	312	1517
NM_021904	2700	4301
NM_024315	357	1326
NR_110056	0	498
NR_046817	0	661
NR_132966	0	216
NM_001256213	3075	3466
NM_001352191	1110	3009
NM_001352190	1440	3322
NR_049849	0	60
NM_001206654	7515	8827
NR_145816	0	100
NM_001142481	207	2008
NM_001270735	243	4761
NM_001270734	516	4918
NM_001302827	693	1172
NM_001294340	2934	3799
NM_001294339	816	2091
NM_001302807	384	1099
NM_001293071	1302	3388
NR_145793	0	73
NM_001077241	741	2234
NR_000015	0	74
NR_000024	0	98
NR_001456	0	71
NR_001457	0	69
NM_019589	6441	8137
NM_021002	570	570
NM_020997	1101	1626
NM_020996	627	744
NM_018475	975	1975
NM_018466	498	1397
NM_020989	525	629
NM_018464	327	2108
NM_017553	4671	6330
NR_004855	0	485
NR_004053	0	3532
NR_003716	0	2362
NR_024270	0	1710
NM_001136012	342	1451
NM_001136050	942	1480
NM_001185023	438	1924
NM_001278185	2940	4283
NM_001113490	3255	6945
NM_001098794	2919	3450
NR_136739	0	2519
NR_136735	0	1404
NR_136715	0	8325
NR_136163	0	2272
NR_136689	0	2986
NR_136688	0	2921
NR_136687	0	2928
NR_135812	0	6486
NR_130140	0	2800
NR_130135	0	2536
NR_130132	0	2377
NR_130131	0	2536
NR_130130	0	2443
NM_001320694	1308	5000
NR_109933	0	1646
NR_138069	0	4191
NR_138068	0	4714
NR_138066	0	4821
NM_001256455	1620	3780
NM_001006642	1470	3691
NM_001318014	951	3161
NM_001349392	1848	9686
NM_006751	3771	5203
NM_013988	951	3626
NM_013987	1314	3989
NM_014888	684	2542
NM_021075	1422	2130
NM_018646	2298	2911
NM_021073	1365	3970
NM_021070	3771	4561
NM_021068	570	981
NM_021067	591	3293
NM_021063	381	487
NM_019844	2109	3012
NR_026768	0	906
NM_001350474	2772	5630
NM_001350473	2409	5267
NM_001351609	3108	5088
NM_001351608	3702	5682
NM_001351607	4548	6437
NM_001351606	1860	3649
NM_001351604	2454	3720
NM_001351602	4548	6407
NM_001351601	2697	3963
NM_001351600	4548	6233
NR_136195	0	1671
NM_001242704	1275	2596
NM_001242702	1059	3636
NM_001271864	1053	2716
NM_001271863	1053	3256
NM_001303427	1524	5081
NR_125987	0	358
NM_001322176	1557	3377
NM_001328655	288	411
NM_001202858	1704	2225
NM_001204212	453	2272
NM_001204211	591	2410
NM_001203	1509	5560
NM_001351244	813	3033
NM_001351243	813	2700
NM_001351242	813	2733
NM_001351241	534	795
NM_001351240	534	995
NM_001351239	534	745
NM_001351238	534	748
NM_001351237	534	743
NM_001351225	2007	5022
NM_001350659	1386	6754
NM_001323683	615	2459
NM_001323682	615	2465
NM_001323681	615	2399
NM_001323680	615	2408
NR_045789	0	5286
NR_045790	0	4956
NR_045791	0	4774
NM_001167903	1428	2245
NM_001278357	1527	6666
NR_045483	0	1267
NR_121680	0	1129
NM_006748	951	2825
NM_032813	2283	4043
NR_038403	0	2445
NM_001261833	1575	3161
NM_001257398	318	2297
NM_001257397	318	2241
NM_001286051	390	6960
NM_001286050	735	7305
NM_015433	681	2701
NM_181880	378	545
NM_181879	798	1081
NM_181877	1845	3747
NM_178014	1335	2670
NR_109881	0	1652
NR_103484	0	868
NR_103483	0	1252
NR_109793	0	972
NR_109792	0	6557
NR_109790	0	1839
NR_109789	0	1753
NR_108061	0	1875
NR_038827	0	583
NR_038828	0	499
NM_001308189	2139	8399
NM_001308187	414	2656
NM_002660	3876	5205
NM_001256024	2145	2846
NM_001256023	618	2052
NM_001253845	447	4032
NM_001252391	1911	2819
NR_135089	0	1947
NR_002788	0	1474
NM_001012634	507	897
NR_135003	0	2085
NR_133009	0	3251
NR_135074	0	6225
NR_133013	0	2101
NR_134251	0	2016
NR_134234	0	3377
NR_133653	0	925
NM_024728	1305	1617
NM_032288	957	3713
NM_001308102	1074	2459
NM_001010969	1560	1678
NR_047498	0	661
NM_001321196	1821	2113
NM_001178054	312	784
NM_001286615	2868	4225
NM_001350480	1428	2957
NM_001350479	1428	2960
NM_001350478	1428	2841
NM_001350477	1428	2776
NM_001350476	1428	2758
NM_001350475	1428	2823
NM_001286577	7062	7960
NR_047660	0	2068
NM_001129979	729	857
NM_001351367	1299	5049
NR_126355	0	861
NM_001946	1146	3395
NM_003386	8435	8665
NR_026749	0	1511
NM_001105209	363	784
NM_001105208	363	767
NM_001105207	5451	7372
NM_001135186	1083	2091
NM_001198983	1065	1620
NM_001199012	1005	2804
NM_001351656	1479	4917
NM_001351632	2148	6058
NM_001676	3120	3716
NR_136623	0	2960
NM_001258015	1356	1763
NM_001321975	2028	4052
NM_002576	1638	3430
NR_146232	0	1700
NR_125988	0	575
NR_046839	0	514
NM_001141974	3477	3738
NM_001303255	2259	2790
NM_001303252	1074	1875
NM_001242384	1833	2504
NM_001242376	1317	2185
NM_001322259	1098	1821
NR_119385	0	823
NR_119384	0	1006
NR_117100	0	1561
NR_146216	0	4122
NM_005092	600	748
NM_005889	576	861
NR_039617	0	69
NR_147076	0	2366
NM_001330615	753	1270
NM_001330611	3465	9127
NM_001347861	1047	3173
NM_001347858	567	3086
NM_001347857	1047	3192
NM_001347856	795	3113
NM_001347855	2088	3082
NM_001347852	1722	2172
NR_123731	0	650
NM_001142641	3138	4547
NM_001346031	3057	5528
NM_001282511	1110	1159
NM_001282510	660	950
NM_001330059	1098	5422
NM_001345925	5862	6161
NM_001330475	396	1670
NM_001347698	1044	1736
NM_001347674	687	1181
NM_003873	2772	5880
NM_003970	4398	5011
NM_004584	1176	2122
NM_004594	2691	3735
NR_045926	0	1621
NR_045925	0	1609
NR_045923	0	1699
NM_001301073	879	2554
NM_001301071	1827	2545
NM_020732	6750	9638
NM_004522	2874	6958
NM_003959	3207	4527
NM_004570	4338	4844
NM_004569	567	1438
NM_004568	1131	1913
NM_003728	2796	9878
NM_001350912	1290	4541
NR_046405	0	3188
NR_126385	0	391
NM_001166012	1485	4346
NM_018352	612	1918
NM_018351	4293	9288
NM_018349	2637	7620
NM_018348	2313	4171
NM_018346	1329	2533
NM_018344	1428	2267
NM_018342	1038	3318
NM_018341	2037	2144
NM_018340	945	6143
NM_016831	3606	6295
NM_018338	2949	3281
NM_018337	984	2064
NM_018335	2784	3794
NM_018334	2127	3538
NM_018332	1437	2997
NM_016830	351	1313
NR_135156	0	1479
NR_135157	0	1467
NM_004297	1068	2491
NM_004296	1419	5767
NM_003330	1656	4197
NM_004293	1365	5456
NM_004292	2352	2684
NM_002701	1083	1420
NM_003510	393	460
NM_003509	393	469
NM_003507	1725	3851
NM_003506	2121	3795
NM_004288	1080	2210
NM_001317997	603	2069
NM_001348989	1968	4076
NR_039971	0	99
NR_039972	0	100
NM_001145004	2171	4009
NM_001146170	762	2525
NM_021809	714	3408
NM_021808	714	1727
NM_019106	1053	4656
NM_019101	567	761
NR_109858	0	2668
NM_001199637	1344	6428
NM_001278242	600	1836
NR_130897	0	614
NR_038953	0	1181
NM_001080137	867	1293
NM_001080137	867	1293
NM_001080137	867	1293
NM_001305275	6206	7394
NM_001352369	1965	5148
NM_007317	1998	2120
NR_131923	0	567
NR_002314	0	925
NM_016061	366	2259
NM_016059	501	1736
NM_016057	534	1936
NM_016053	585	1015
NM_016049	627	835
NM_018186	2562	3364
NR_033142	0	4704
NR_036639	0	1903
NR_036640	0	1683
NR_135075	0	1569
NM_001271285	657	823
NM_176816	1536	3681
NR_144350	0	7928
NR_133632	0	633
NR_133633	0	907
NM_001243233	1614	7717
NM_006952	783	2058
NM_006949	1782	1895
NM_001184783	930	2003
NM_001184700	1284	2995
NM_001242892	2397	3779
NM_004872	972	6691
NM_001242793	2634	4157
NM_001242893	2304	3686
NM_018951	1233	2571
NM_020893	5106	7091
NR_130900	0	2553
NR_039942	0	76
NM_001134477	1737	3000
NM_001297667	465	1659
NM_001297668	720	1484
NR_148414	0	927
NM_001348169	2088	2689
NM_001348165	1848	3842
NM_001348164	1848	3715
NM_001348163	1848	3902
NM_001330465	1305	2491
NM_001320913	444	802
NM_001320912	585	998
NM_001352399	1347	2359
NM_014934	2547	7434
NR_103541	0	2621
NM_015094	1848	6796
NM_016030	2208	2524
NM_018161	2121	2430
NM_031302	1050	2261
NM_024690	43524	43816
NM_031299	807	1808
NM_031298	333	749
NM_031297	786	1077
NR_026782	0	4400
NR_111931	0	4235
NR_037639	0	6484
NR_037640	0	6351
NR_037641	0	6130
NM_001270728	279	4797
NM_001284225	1287	3055
NM_033430	2502	6820
NM_003258	705	1595
NM_004923	1527	2535
NM_024874	3150	4812
NR_027918	0	2494
NM_206808	1023	1401
NM_198827	2625	5389
NM_206539	1152	2040
NM_206538	789	2124
NM_205864	1926	2851
NR_038320	0	2048
NR_146283	0	638
NR_039618	0	83
NR_147162	0	631
NR_147161	0	453
NR_147163	0	545
NM_001349947	159	591
NR_135111	0	490
NM_001323531	1896	2641
NM_001104554	993	5476
NM_001099782	1665	2398
NM_001081562	1878	2855
NM_001081560	1875	2859
NM_001190467	4040	4517
NM_144628	1212	4469
NM_144622	2322	2419
NR_104365	0	857
NR_104362	0	1150
NR_104363	0	1036
NR_104364	0	1026
NM_015488	1158	3114
NM_001346897	3276	3844
NM_001282964	750	3049
NM_001313998	1353	2144
NR_034014	0	1123
NR_034015	0	994
NR_108106	0	821
NR_110626	0	471
NR_027120	0	1043
NM_001287192	1494	7631
NM_001287191	1527	7664
NM_001282385	639	1123
NM_001282385	639	1124
NM_001287220	1806	5332
NM_001287218	2565	5498
NM_001353198	2082	3695
NM_001166242	354	1544
NM_001166240	399	1123
NM_001282385	639	1123
NM_001282385	639	1123
NM_001282386	1245	2303
NM_001282385	639	1123
NM_001287212	2790	4098
NM_001287238	792	1040
NM_001287221	2658	5392
NR_039861	0	70
NR_110627	0	528
NM_001320283	2142	2740
NM_001353713	1344	3937
NM_001353711	1422	4015
NR_146508	0	3229
NR_110628	0	2344
NR_110617	0	1270
NR_110618	0	1115
NM_001160011	633	1168
NM_001164318	7776	9434
NR_104180	0	392
NR_073400	0	1887
NM_025146	510	6160
NR_135160	0	1380
NR_135161	0	1176
NR_135162	0	1377
NM_001282502	945	1849
NM_001282502	945	1849
NM_001282501	945	1947
NM_001282501	945	1947
NM_001282500	879	1479
NM_013321	1398	4738
NM_013319	1017	3654
NR_036058	0	74
NR_036059	0	68
NM_001142645	1254	3637
NM_001141947	2847	3136
NM_003975	1170	1644
NM_033319	1035	2536
NM_033318	324	1571
NM_024734	3009	12750
NM_033316	909	1674
NM_033315	612	3194
NM_033313	1152	2544
NM_033312	1872	2446
NM_033310	1182	1810
NM_033309	1209	2705
NM_031412	354	1867
NM_024704	3954	5262
NM_031407	13125	14741
NM_032531	2337	3777
NM_031314	921	3251
NM_033296	384	2182
NM_024692	2118	4293
NM_031304	909	1743
NM_031303	1401	2860
NM_031296	690	3868
NM_031291	948	1841
NM_031281	2934	5390
NM_033288	2457	4219
NM_031276	2778	3018
NR_146607	0	355
NR_146605	0	490
NR_146606	0	445
NR_038252	0	1820
NR_121634	0	963
NR_121635	0	547
NR_121636	0	589
NR_121637	0	491
NR_106716	0	60
NM_001346189	651	1319
NM_001346188	687	1355
NM_001346187	672	1756
NM_001346186	672	1955
NM_001347703	954	1322
NR_045147	0	1059
NM_017635	2658	5767
NR_002771	0	1657
NM_001301825	1443	1864
NM_001301107	582	1012
NM_001301823	1098	2007
NM_001286514	3810	8875
NM_001290085	1056	2860
NR_110666	0	1574
NR_110665	0	2099
NM_017935	2358	3445
NM_017933	747	2822
NM_019045	2742	4146
NM_019044	1896	6929
NR_039957	0	75
NM_001351139	1785	3126
NM_001351138	1854	3195
NM_001351137	1872	3221
NM_001351136	1911	3252
NM_001351135	1917	3266
NM_001351134	1920	3334
NM_001352332	249	449
NM_001352331	300	500
NM_001352330	372	967
NM_001282101	1527	5398
NM_001282100	1479	5350
NM_001282099	1413	5284
NM_001282098	1365	5236
NM_001282097	1401	5272
NM_001349485	744	1134
NM_001349230	297	1698
NM_001349229	297	1456
NR_119383	0	1079
NR_037443	0	88
NM_182917	4803	5669
NM_173214	4368	13309
NM_001318051	363	604
NM_001318050	798	3362
NM_001318049	957	3641
NM_001352377	2622	5105
NM_001352376	2553	5163
NM_001352375	2622	5232
NM_001144961	1101	1438
NM_001144961	1101	1438
NM_001184698	327	551
NM_001145923	3465	4852
NM_001145909	4173	7488
NM_001206856	2718	4361
NM_001301347	948	5023
NM_001308018	987	3127
NM_001291960	1590	2867
NM_001301268	462	2660
NM_001301254	1047	3849
NR_123718	0	456
NM_001083537	891	2438
NM_001083536	2178	3453
NM_001206864	1134	2322
NM_001243120	633	3257
NM_001242758	1098	1611
NM_001286275	2163	2942
NM_001286274	2283	2883
NM_001281425	477	773
NM_001286398	1629	11326
NM_001286279	1320	2511
NM_001286276	2163	2894
NM_005258	255	713
NM_005257	1788	3776
NM_005255	3936	4537
NR_036060	0	78
NM_020346	1749	3922
NM_020345	579	1995
NM_153276	1653	2183
NM_172240	1437	3236
NM_172238	1359	2040
NM_172236	585	1507
NM_145060	768	2873
NM_145051	579	1210
NM_145045	1788	2162
NM_172231	1938	2089
NM_172229	1389	2057
NM_153257	1692	3968
NM_153255	1176	2490
NM_172225	1134	2869
NM_172218	2781	3749
NR_075077	0	2346
NM_021104	78	469
NM_002944	7044	7368
NM_002849	1974	3499
NM_003737	9897	10759
NM_003736	2772	4578
NM_022746	1014	2243
NM_001354259	2478	4593
NM_001353928	1419	5319
NM_001353927	1356	5308
NM_001353926	1371	5267
NM_001353924	1371	5271
NR_040077	0	2247
NM_001317961	1662	2203
NM_001317960	3087	3615
NM_001348493	4002	6749
NM_207468	477	1345
NM_201555	840	1876
NM_207446	480	2629
NM_207444	540	2043
NM_207430	591	795
NR_110671	0	1247
NR_146608	0	626
NR_147164	0	458
NM_001272039	4992	5551
NM_001278279	771	1555
NM_001282556	1245	2474
NM_002470	5823	6038
NR_023916	0	996
NM_001351341	1011	4544
NM_001351340	1011	4360
NM_001351339	1011	4408
NM_001267716	1869	2632
NM_001321796	2802	6457
NM_001321795	2802	6633
NM_001287500	2061	2466
NM_001352237	1731	2240
NM_001352236	1836	2437
NM_001286749	1386	2685
NM_001283248	324	3098
NM_001321794	2802	6457
NM_001321806	2169	6447
NM_001286752	1251	3550
NR_146810	0	4015
NM_005300	1146	1852
NM_005299	960	960
NM_005298	1086	1224
NM_005296	1113	2617
NM_005295	1302	2966
NR_027404	0	850
NM_001145903	1863	2456
NM_001293077	783	2782
NM_019599	900	1355
NM_019597	1350	2392
NR_125938	0	2086
NM_018205	387	2936
NM_016103	597	6532
NM_176894	1065	2769
NM_176891	627	1474
NM_176890	900	1000
