contig	strand	refseqid	row	Gblock_id	transc_start	transc_end	exon_starts	exon_ends
chr2	+	NM_000885	68995	NM_000885:68995:18	182347240	182347378	182347240	182347378
chr2	+	NM_000885	68995	NM_000885:68995:19	182347378	182350607	182347378	182350607
chr2	+	NM_000885	68995	NM_000885:68995:20	182350607	182350719	182350607	182350719
chr2	+	NM_000885	68995	NM_000885:68995:21	182350719	182358051	182350719	182358051
chr2	+	NM_000885	68995	NM_000885:68995:22	182358051	182358146	182358051	182358146
chr2	+	NM_000885	68995	NM_000885:68995:23	182358146	182359448	182358146	182359448
chr2	+	NM_000885	68995	NM_000885:68995:24	182359448	182359539	182359448	182359539
chr2	+	NM_000885	68995	NM_000885:68995:25	182359539	182360097	182359539	182360097
chr2	+	NM_000885	68995	NM_000885:68995:26	182360097	182360143	182360097	182360143
chr2	+	NM_000885	68995	NM_000885:68995:27	182360143	182360509	182360143	182360509
chr2	+	NM_000885	68995	NM_000885:68995:28	182360509	182360664	182360509	182360664
chr2	+	NM_000885	68995	NM_000885:68995:29	182360664	182363349	182360664	182363349
chr2	+	NM_000885	68995	NM_000885:68995:30	182363349	182363504	182363349	182363504
chr2	+	NM_000885	68995	NM_000885:68995:31	182363504	182374384	182363504	182374384
chr2	+	NM_000885	68995	NM_000885:68995:32	182374384	182374534	182374384	182374534
chr2	+	NM_000885	68995	NM_000885:68995:33	182374534	182376425	182374534	182376425
chr2	+	NM_000885	68995	NM_000885:68995:34	182376425	182376502	182376425	182376502
chr2	+	NM_000885	68995	NM_000885:68995:35	182376502	182386917	182376502	182386917
chr2	+	NM_000885	68995	NM_000885:68995:36	182386917	182387068	182386917	182387068
chr2	+	NM_000885	68995	NM_000885:68995:37	182387068	182388163	182387068	182388163
chr2	+	NM_000885	68995	NM_000885:68995:38	182388163	182388259	182388163	182388259
chr2	+	NM_000885	68995	NM_000885:68995:39	182388259	182388897	182388259	182388897
chr2	+	NM_000885	68995	NM_000885:68995:40	182388897	182388977	182388897	182388977
chr2	+	NM_000885	68995	NM_000885:68995:41	182388977	182389928	182388977	182389928
chr2	+	NM_000885	68995	NM_000885:68995:42	182389928	182390018	182389928	182390018
chr2	+	NM_000885	68995	NM_000885:68995:43	182390018	182392023	182390018	182392023
chr2	+	NM_000885	68995	NM_000885:68995:44	182392023	182392114	182392023	182392114
chr2	+	NM_000885	68995	NM_000885:68995:45	182392114	182394267	182392114	182394267
chr2	+	NM_000885	68995	NM_000885:68995:46	182394267	182394375	182394267	182394375
chr2	+	NM_000885	68995	NM_000885:68995:47	182394375	182395250	182394375	182395250
chr2	+	NM_000885	68995	NM_000885:68995:48	182395250	182395376	182395250	182395376
chr2	+	NM_000885	68995	NM_000885:68995:49	182395376	182396383	182395376	182396383
chr2	+	NM_000885	68995	NM_000885:68995:50	182396383	182396503	182396383	182396503
chr2	+	NM_000885	68995	NM_000885:68995:51	182396503	182398998	182396503	182398998
chr2	+	NM_000885	68995	NM_000885:68995:52	182398998	182399097	182398998	182399097
chr2	+	NM_000885	68995	NM_000885:68995:53	182399097	182399542	182399097	182399542
chr2	+	NM_000885	68995	NM_000885:68995:54	182399542	182399662	182399542	182399662
chr2	+	NM_000885	68995	NM_000885:68995:55	182399662	182400158	182399662	182400158
chr2	+	NM_000885	68995	NM_000885:68995:56	182400158	182400254	182400158	182400254
chr2	+	NM_000885	68995	NM_000885:68995:57	182400254	182403655	182400254	182403655
chr2	+	NM_000998	68187	NM_000998:68187:1	217363519	217363597	217363519	217363597
chr2	+	NM_000998	68187	NM_000998:68187:2	217363597	217363600	217363597	217363600
chr2	+	NM_000998	68187	NM_000998:68187:3	217363600	217363992	217363600	217363992
chr2	+	NM_000998	68187	NM_000998:68187:4	217363992	217364121	217363992	217364121
chr2	+	NM_000998	68187	NM_000998:68187:5	217364121	217364671	217364121	217364671
chr2	+	NM_000998	68187	NM_000998:68187:6	217364671	217364754	217364671	217364754
chr2	+	NM_000998	68187	NM_000998:68187:7	217364754	217366063	217364754	217366063
chr2	+	NM_000998	68187	NM_000998:68187:8	217366063	217366127	217366063	217366127
chr2	+	NM_000998	68187	NM_000998:68187:9	217366127	217366188	217366127	217366188
chr2	+	NM_001001521	68129	NM_001001521:68129:1	64068097	64068366	64068097	64068366
chr2	+	NM_001001521	68129	NM_001001521:68129:2	64068366	64069338	64068366	64069338
chr2	+	NM_001001521	68129	NM_001001521:68129:3	64069338	64069733	64069338	64069733
chr2	+	NM_001001521	68129	NM_001001521:68129:4	64069733	64083439	64069733	64083439
chr2	+	NM_001001521	68129	NM_001001521:68129:5	64083439	64083453	64083439	64083453
chr2	+	NM_001001521	68129	NM_001001521:68129:6	64083453	64083567	64083453	64083567
chr2	+	NM_001001521	68129	NM_001001521:68129:7	64083567	64084962	64083567	64084962
chr2	+	NM_001001521	68129	NM_001001521:68129:8	64084962	64085070	64084962	64085070
chr2	+	NM_001001521	68129	NM_001001521:68129:9	64085070	64109599	64085070	64109599
chr2	+	NM_001001521	68129	NM_001001521:68129:10	64109599	64109785	64109599	64109785
chr2	+	NM_001001521	68129	NM_001001521:68129:11	64109785	64111093	64109785	64111093
chr2	+	NM_001001521	68129	NM_001001521:68129:12	64111093	64111227	64111093	64111227
chr2	+	NM_001001521	68129	NM_001001521:68129:13	64111227	64112722	64111227	64112722
chr2	+	NM_001001521	68129	NM_001001521:68129:14	64112722	64113020	64112722	64113020
chr2	+	NM_001001521	68129	NM_001001521:68129:15	64113020	64113474	64113020	64113474
chr2	+	NM_001001521	68129	NM_001001521:68129:16	64113474	64113672	64113474	64113672
chr2	+	NM_001001521	68129	NM_001001521:68129:17	64113672	64114535	64113672	64114535
chr2	+	NM_001001521	68129	NM_001001521:68129:18	64114535	64114778	64114535	64114778
chr2	+	NM_001001521	68129	NM_001001521:68129:19	64114778	64117214	64114778	64117214
chr2	+	NM_001001521	68129	NM_001001521:68129:20	64117214	64117319	64117214	64117319
chr2	+	NM_001001521	68129	NM_001001521:68129:21	64117319	64118253	64117319	64118253
chr2	+	NM_001001521	68129	NM_001001521:68129:22	64118253	64118361	64118253	64118361
chr2	+	NM_001001521	68129	NM_001001521:68129:23	64118361	64118696	64118361	64118696
chr2	+	NM_001001664	68875	NM_001001664:68875:1	139259349	139259689	139259349	139259689
chr2	+	NM_001001664	68875	NM_001001664:68875:2	139259689	139307726	139259689	139307726
chr2	+	NM_001001664	68875	NM_001001664:68875:3	139307726	139307786	139307726	139307786
chr2	+	NM_001001664	68875	NM_001001664:68875:4	139307786	139307864	139307786	139307864
chr2	+	NM_001001664	68875	NM_001001664:68875:5	139307864	139308052	139307864	139308052
chr2	+	NM_001001664	68875	NM_001001664:68875:6	139308052	139308174	139308052	139308174
chr2	+	NM_001001664	68875	NM_001001664:68875:7	139308174	139308472	139308174	139308472
chr2	+	NM_001001664	68875	NM_001001664:68875:8	139308472	139308543	139308472	139308543
chr2	+	NM_001001664	68875	NM_001001664:68875:9	139308543	139308624	139308543	139308624
chr2	+	NM_001001664	68875	NM_001001664:68875:10	139308624	139310123	139308624	139310123
chr2	+	NM_001001664	68875	NM_001001664:68875:11	139310123	139310251	139310123	139310251
chr2	+	NM_001001664	68875	NM_001001664:68875:12	139310251	139316591	139310251	139316591
chr2	+	NM_001001664	68875	NM_001001664:68875:13	139316591	139316769	139316591	139316769
chr2	+	NM_001001664	68875	NM_001001664:68875:14	139316769	139316851	139316769	139316851
chr2	+	NM_001001664	68875	NM_001001664:68875:15	139316851	139316907	139316851	139316907
chr2	+	NM_001001664	68875	NM_001001664:68875:16	139316907	139318374	139316907	139318374
chr2	+	NM_001001664	68875	NM_001001664:68875:17	139318374	139318497	139318374	139318497
chr2	+	NM_001001664	68875	NM_001001664:68875:18	139318497	139322277	139318497	139322277
chr2	+	NM_001001664	68875	NM_001001664:68875:19	139322277	139322420	139322277	139322420
chr2	+	NM_001001664	68875	NM_001001664:68875:20	139322420	139322509	139322420	139322509
chr2	+	NM_001001664	68875	NM_001001664:68875:21	139322509	139322563	139322509	139322563
chr2	+	NM_001001664	68875	NM_001001664:68875:22	139322563	139326505	139322563	139326505
chr2	+	NM_001001664	68875	NM_001001664:68875:23	139326505	139326650	139326505	139326650
chr2	+	NM_001001664	68875	NM_001001664:68875:24	139326650	139330805	139326650	139330805
chr2	+	NM_001003845	67876	NM_001003845:67876:1	171571856	171572022	171571856	171572022
chr2	+	NM_001003845	67876	NM_001003845:67876:2	171572022	171572073	171572022	171572073
chr2	+	NM_001003845	67876	NM_001003845:67876:3	171572073	171572768	171572073	171572768
chr2	+	NM_001003845	67876	NM_001003845:67876:4	171572768	171573914	171572768	171573914
chr2	+	NM_001003845	67876	NM_001003845:67876:5	171573914	171574498	171573914	171574498
chr2	+	NM_001005386	68372	NM_001005386:68372:1	65454828	65455043	65454828	65455043
chr2	+	NM_001005386	68372	NM_001005386:68372:2	65455043	65455091	65455043	65455091
chr2	+	NM_001005386	68372	NM_001005386:68372:3	65455091	65466985	65455091	65466985
chr2	+	NM_001005386	68372	NM_001005386:68372:4	65466985	65467096	65466985	65467096
chr2	+	NM_001005386	68372	NM_001005386:68372:5	65467096	65469182	65467096	65469182
chr2	+	NM_001005386	68372	NM_001005386:68372:6	65469182	65469197	65469182	65469197
chr2	+	NM_001005386	68372	NM_001005386:68372:7	65469197	65473657	65469197	65473657
chr2	+	NM_001005386	68372	NM_001005386:68372:8	65473657	65473873	65473657	65473873
chr2	+	NM_001005386	68372	NM_001005386:68372:9	65473873	65478160	65473873	65478160
chr2	+	NM_001005386	68372	NM_001005386:68372:10	65478160	65478233	65478160	65478233
chr2	+	NM_001005386	68372	NM_001005386:68372:11	65478233	65480861	65478233	65480861
chr2	+	NM_001005386	68372	NM_001005386:68372:12	65480861	65480998	65480861	65480998
chr2	+	NM_001005386	68372	NM_001005386:68372:13	65480998	65482678	65480998	65482678
chr2	+	NM_001005386	68372	NM_001005386:68372:14	65482678	65482828	65482678	65482828
chr2	+	NM_001005386	68372	NM_001005386:68372:15	65482828	65488380	65482828	65488380
chr2	+	NM_001005386	68372	NM_001005386:68372:16	65488380	65488526	65488380	65488526
chr2	+	NM_001005386	68372	NM_001005386:68372:17	65488526	65492176	65488526	65492176
chr2	+	NM_001005386	68372	NM_001005386:68372:18	65492176	65492309	65492176	65492309
chr2	+	NM_001005386	68372	NM_001005386:68372:19	65492309	65495697	65492309	65495697
chr2	+	NM_001005386	68372	NM_001005386:68372:20	65495697	65495868	65495697	65495868
chr2	+	NM_001005386	68372	NM_001005386:68372:21	65495868	65498390	65495868	65498390
chr2	+	NM_001006635	67610	NM_001006635:67610:1	177134122	177134397	177134122	177134397
chr2	+	NM_001006635	67610	NM_001006635:67610:2	177134397	177134943	177134397	177134943
chr2	+	NM_001006635	67610	NM_001006635:67610:3	177134943	177135137	177134943	177135137
chr2	+	NM_001006635	67610	NM_001006635:67610:4	177135137	177135147	177135137	177135147
chr2	+	NM_001006635	67610	NM_001006635:67610:5	177135147	177161587	177135147	177161587
chr2	+	NM_001006635	67610	NM_001006635:67610:6	177161587	177161635	177161587	177161635
chr2	+	NM_001006635	67610	NM_001006635:67610:7	177161635	177162576	177161635	177162576
chr2	+	NM_001006635	67610	NM_001006635:67610:8	177162576	177162623	177162576	177162623
chr2	+	NM_001006635	67610	NM_001006635:67610:9	177162623	177188119	177162623	177188119
chr2	+	NM_001006635	67610	NM_001006635:67610:10	177188119	177188192	177188119	177188192
chr2	+	NM_001006635	67610	NM_001006635:67610:11	177188192	177191552	177188192	177191552
chr2	+	NM_001006635	67610	NM_001006635:67610:12	177191552	177191629	177191552	177191629
chr2	+	NM_001006635	67610	NM_001006635:67610:13	177191629	177193020	177191629	177193020
chr2	+	NM_001006635	67610	NM_001006635:67610:14	177193020	177193113	177193020	177193113
chr2	+	NM_001006635	67610	NM_001006635:67610:15	177193113	177193601	177193113	177193601
chr2	+	NM_001006635	67610	NM_001006635:67610:16	177193601	177193640	177193601	177193640
chr2	+	NM_001006635	67610	NM_001006635:67610:17	177193640	177194028	177193640	177194028
chr2	+	NM_001006635	67610	NM_001006635:67610:18	177194028	177194154	177194028	177194154
chr2	+	NM_001006635	67610	NM_001006635:67610:19	177194154	177195311	177194154	177195311
chr2	+	NM_001006635	67610	NM_001006635:67610:20	177195311	177195388	177195311	177195388
chr2	+	NM_001006635	67610	NM_001006635:67610:21	177195388	177202220	177195388	177202220
chr2	+	NM_001006635	67610	NM_001006635:67610:22	177202220	177202392	177202220	177202392
chr2	+	NM_001006635	67610	NM_001006635:67610:23	177202392	177202753	177202392	177202753
chr2	+	NM_001007231	67548	NM_001007231:67548:1	68961912	68962331	68961912	68962331
chr2	+	NM_001007231	67548	NM_001007231:67548:2	68962331	68962392	68962331	68962392
chr2	+	NM_001007231	67548	NM_001007231:67548:3	68962392	69002352	68962392	69002352
chr2	+	NM_001007231	67548	NM_001007231:67548:4	69002352	69002552	69002352	69002552
chr2	+	NM_001007231	67548	NM_001007231:67548:5	69002552	69009364	69002552	69009364
chr2	+	NM_001007231	67548	NM_001007231:67548:6	69009364	69009452	69009364	69009452
chr2	+	NM_001007231	67548	NM_001007231:67548:7	69009452	69014971	69009452	69014971
chr2	+	NM_001007231	67548	NM_001007231:67548:8	69014971	69015088	69014971	69015088
chr2	+	NM_001007231	67548	NM_001007231:67548:9	69015088	69034404	69015088	69034404
chr2	+	NM_001007231	67548	NM_001007231:67548:10	69034404	69034407	69034404	69034407
chr2	+	NM_001007231	67548	NM_001007231:67548:11	69034407	69034612	69034407	69034612
chr2	+	NM_001007231	67548	NM_001007231:67548:12	69034612	69040418	69034612	69040418
chr2	+	NM_001007231	67548	NM_001007231:67548:13	69040418	69040551	69040418	69040551
chr2	+	NM_001007231	67548	NM_001007231:67548:14	69040551	69043420	69040551	69043420
chr2	+	NM_001007231	67548	NM_001007231:67548:15	69043420	69043494	69043420	69043494
chr2	+	NM_001007231	67548	NM_001007231:67548:16	69043494	69045004	69043494	69045004
chr2	+	NM_001007231	67548	NM_001007231:67548:17	69045004	69045126	69045004	69045126
chr2	+	NM_001007231	67548	NM_001007231:67548:18	69045126	69046254	69045126	69046254
chr2	+	NM_001007231	67548	NM_001007231:67548:19	69046254	69046451	69046254	69046451
chr2	+	NM_001007231	67548	NM_001007231:67548:20	69046451	69049471	69046451	69049471
chr2	+	NM_001007231	67548	NM_001007231:67548:21	69049471	69050004	69049471	69050004
chr2	+	NM_001007231	67548	NM_001007231:67548:22	69050004	69053118	69050004	69053118
chr2	+	NM_001007231	67548	NM_001007231:67548:23	69053118	69053326	69053118	69053326
chr2	+	NM_001007231	67548	NM_001007231:67548:24	69053326	69053957	69053326	69053957
chr2	+	NM_001008387	31689	NM_001008387:31689:1	79252811	79252899	79252811	79252899
chr2	+	NM_001008387	31689	NM_001008387:31689:2	79252899	79253108	79252899	79253108
chr2	+	NM_001008387	31689	NM_001008387:31689:3	79253108	79253208	79253108	79253208
chr2	+	NM_001008387	31689	NM_001008387:31689:4	79253208	79253219	79253208	79253219
chr2	+	NM_001008387	31689	NM_001008387:31689:5	79253219	79253295	79253219	79253295
chr2	+	NM_001008387	31689	NM_001008387:31689:6	79253295	79253838	79253295	79253838
chr2	+	NM_001008387	31689	NM_001008387:31689:7	79253838	79253957	79253838	79253957
chr2	+	NM_001008387	31689	NM_001008387:31689:8	79253957	79254159	79253957	79254159
chr2	+	NM_001008387	31689	NM_001008387:31689:9	79254159	79254297	79254159	79254297
chr2	+	NM_001008387	31689	NM_001008387:31689:10	79254297	79254932	79254297	79254932
chr2	+	NM_001008387	31689	NM_001008387:31689:11	79254932	79255059	79254932	79255059
chr2	+	NM_001008387	31689	NM_001008387:31689:12	79255059	79255334	79255059	79255334
chr2	+	NM_001008387	31689	NM_001008387:31689:13	79255334	79255402	79255334	79255402
chr2	+	NM_001008387	31689	NM_001008387:31689:14	79255402	79255630	79255402	79255630
chr2	+	NM_001011	68002	NM_001011:68002:1	3622852	3622940	3622852	3622940
chr2	+	NM_001011	68002	NM_001011:68002:2	3622940	3623181	3622940	3623181
chr2	+	NM_001011	68002	NM_001011:68002:3	3623181	3623190	3623181	3623190
chr2	+	NM_001011	68002	NM_001011:68002:4	3623190	3623199	3623190	3623199
chr2	+	NM_001011	68002	NM_001011:68002:5	3623199	3623274	3623199	3623274
chr2	+	NM_001011	68002	NM_001011:68002:6	3623274	3623406	3623274	3623406
chr2	+	NM_001011	68002	NM_001011:68002:7	3623406	3623478	3623406	3623478
chr2	+	NM_001011	68002	NM_001011:68002:8	3623478	3624076	3623478	3624076
chr2	+	NM_001011	68002	NM_001011:68002:9	3624076	3624220	3624076	3624220
chr2	+	NM_001011	68002	NM_001011:68002:10	3624220	3625299	3624220	3625299
chr2	+	NM_001011	68002	NM_001011:68002:11	3625299	3625364	3625299	3625364
chr2	+	NM_001011	68002	NM_001011:68002:12	3625364	3627699	3625364	3627699
chr2	+	NM_001011	68002	NM_001011:68002:13	3627699	3627850	3627699	3627850
chr2	+	NM_001011	68002	NM_001011:68002:14	3627850	3628394	3627850	3628394
chr2	+	NM_001011	68002	NM_001011:68002:15	3628394	3628472	3628394	3628472
chr2	+	NM_001011	68002	NM_001011:68002:16	3628472	3628509	3628472	3628509
chr2	+	NM_001024457	66573	NM_001024457:66573:1	87144737	87144753	87144737	87144753
chr2	+	NM_001024457	66573	NM_001024457:66573:2	87144753	87144801	87144753	87144801
chr2	+	NM_001024457	66573	NM_001024457:66573:3	87144801	87149740	87144801	87149740
chr2	+	NM_001024457	66573	NM_001024457:66573:4	87149740	87178418	87149740	87178418
chr2	+	NM_001024457	66573	NM_001024457:66573:5	87178418	87178483	87178418	87178483
chr2	+	NM_001024457	66573	NM_001024457:66573:6	87178483	87180064	87178483	87180064
chr2	+	NM_001024457	66573	NM_001024457:66573:7	87180064	87180176	87180064	87180176
chr2	+	NM_001024457	66573	NM_001024457:66573:8	87180176	87180620	87180176	87180620
chr2	+	NM_001024457	66573	NM_001024457:66573:9	87180620	87180773	87180620	87180773
chr2	+	NM_001024457	66573	NM_001024457:66573:10	87180773	87184828	87180773	87184828
chr2	+	NM_001024457	66573	NM_001024457:66573:11	87184828	87185059	87184828	87185059
chr2	+	NM_001024457	66573	NM_001024457:66573:12	87185059	87185404	87185059	87185404
chr2	+	NM_001024457	66573	NM_001024457:66573:13	87185404	87185550	87185404	87185550
chr2	+	NM_001024457	66573	NM_001024457:66573:14	87185550	87190151	87185550	87190151
chr2	+	NM_001024457	66573	NM_001024457:66573:15	87190151	87190347	87190151	87190347
chr2	+	NM_001024457	66573	NM_001024457:66573:16	87190347	87196350	87190347	87196350
chr2	+	NM_001024457	66573	NM_001024457:66573:17	87196350	87196438	87196350	87196438
chr2	+	NM_001024457	66573	NM_001024457:66573:18	87196438	87198869	87196438	87198869
chr2	+	NM_001024457	66573	NM_001024457:66573:19	87198869	87199079	87198869	87199079
chr2	+	NM_001024457	66573	NM_001024457:66573:20	87199079	87201195	87199079	87201195
