readType	refseqid	row	juncpos5	juncpos3	num_NC.41	num_CRC.41	num_NC.42	num_CRC.42	gene_symbol	gene_id	contig	strand	gene_desc
5UTR	NM_001083112	58882	157291921	157332610	0	1	0	0	GPD2	2820	chr2	+	glycerol-3-phosphate dehydrogenase 2
5UTR	NM_001083112	58882	157292316	157332610	2	1	0	0	GPD2	2820	chr2	+	glycerol-3-phosphate dehydrogenase 2
5UTR	NM_001083112	58882	157293025	157332610	2	12	0	1	GPD2	2820	chr2	+	glycerol-3-phosphate dehydrogenase 2
5UTR	NM_001083112	58882	157293127	157332610	0	1	0	0	GPD2	2820	chr2	+	glycerol-3-phosphate dehydrogenase 2
5UTR	NM_001083112	58882	157326988	157332610	0	1	0	0	GPD2	2820	chr2	+	glycerol-3-phosphate dehydrogenase 2
5UTR	NM_001105537	54538	219523424	219521186	0	1	0	0	ZNF142	7701	chr2	-	zinc finger protein 142
5UTR	NM_001105537	54538	219523703	219523599	0	1	1	0	ZNF142	7701	chr2	-	zinc finger protein 142
5UTR	NM_001105537	54538	219524092	219523758	2	0	0	0	ZNF142	7701	chr2	-	zinc finger protein 142
5UTR	NM_001114132	65086	203879705	203880879	0	0	1	1	NBEAL1	65065	chr2	+	neurobeachin like 1
5UTR	NM_001127257	18335	196522005	196544756	5	5	1	2	SLC39A10	57181	chr2	+	solute carrier family 39 member 10
5UTR	NM_001127257	18335	196522333	196544756	1	0	0	0	SLC39A10	57181	chr2	+	solute carrier family 39 member 10
5UTR	NM_001127257	18335	196523585	196544756	0	1	0	0	SLC39A10	57181	chr2	+	solute carrier family 39 member 10
5UTR	NM_001127401	56793	30369928	30371111	4	2	3	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30369928	30378716	4	0	4	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30369928	30379494	24	19	41	18	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30371171	30379494	0	1	0	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30371329	30379494	1	0	1	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30371407	30378716	0	1	0	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30371407	30379494	5	0	4	1	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001127401	56793	30378776	30379494	1	0	2	0	YPEL5	51646	chr2	+	yippee like 5
5UTR	NM_001128928	24106	191208687	191213614	1	0	0	0	INPP1	3628	chr2	+	inositol polyphosphate-1-phosphatase
5UTR	NM_001128928	24106	191208687	191224765	9	5	9	4	INPP1	3628	chr2	+	inositol polyphosphate-1-phosphatase
5UTR	NM_001128928	24106	191213757	191224765	2	0	2	0	INPP1	3628	chr2	+	inositol polyphosphate-1-phosphatase
5UTR	NM_001130158	29934	192110337	192141613	0	2	0	0	MYO1B	4430	chr2	+	myosin IB
5UTR	NM_001130158	29934	192110352	192141613	0	20	0	3	MYO1B	4430	chr2	+	myosin IB
5UTR	NM_001134693	22623	27294469	27294331	159	259	243	251	OST4	100128731	chr2	-	oligosaccharyltransferase complex subunit 4, non-catalytic
5UTR	NM_001134745	19269	77749235	77748944	1	0	0	0	LRRTM4	80059	chr2	-	leucine rich repeat transmembrane neuronal 4
5UTR	NM_001135021	7173	85581952	85582199	3	3	6	2	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85581952	85582678	1	0	1	1	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85582293	85582678	1	4	2	0	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85582293	85584090	0	1	1	1	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85582721	85583725	0	1	0	0	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85582721	85584090	3	1	1	1	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85582839	85583725	1	0	0	0	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135021	7173	85583019	85584090	0	1	0	0	ELMOD3	84173	chr2	+	ELMO domain containing 3
5UTR	NM_001135592	22828	55456652	55459944	0	0	0	1	RPS27A	6233	chr2	+	ribosomal protein S27a
5UTR	NM_001135592	22828	55459844	55459944	960	1365	1601	1398	RPS27A	6233	chr2	+	ribosomal protein S27a
5UTR	NM_001135659	15791	51259119	51256332	1	0	0	0	NRXN1	9378	chr2	-	neurexin 1
5UTR	NM_001136039	22593	201754114	201756641	4	4	2	7	NIF3L1	60491	chr2	+	NGG1 interacting factor 3 like 1
5UTR	NM_001136039	22593	201754375	201756641	0	1	0	3	NIF3L1	60491	chr2	+	NGG1 interacting factor 3 like 1
5UTR	NM_001136193	15219	207630350	207631368	0	1	0	0	FASTKD2	22868	chr2	+	FAST kinase domains 2
5UTR	NM_001136193	15219	207630378	207631368	9	17	3	4	FASTKD2	22868	chr2	+	FAST kinase domains 2
5UTR	NM_001136193	15219	207630471	207631368	2	4	2	1	FASTKD2	22868	chr2	+	FAST kinase domains 2
5UTR	NM_001136193	15219	207630486	207631368	0	0	0	1	FASTKD2	22868	chr2	+	FAST kinase domains 2
5UTR	NM_001136528	12346	224903816	224866639	1	5	1	0	SERPINE2	5270	chr2	-	serpin family E member 2
5UTR	NM_001136554	7984	172016800	171974367	8	2	1	3	TLK1	9874	chr2	-	tousled like kinase 1
5UTR	NM_001136575	11860	211341344	211341136	3	0	1	0	LANCL1	10314	chr2	-	LanC like 1
5UTR	NM_001136575	11860	211341446	211341136	3	3	1	0	LANCL1	10314	chr2	-	LanC like 1
5UTR	NM_001136575	11860	211342174	211341136	2	0	1	0	LANCL1	10314	chr2	-	LanC like 1
5UTR	NM_001142273	24482	122406948	122363756	3	0	1	0	CLASP1	23332	chr2	-	cytoplasmic linker associated protein 1
5UTR	NM_001142286	60644	17934245	17927218	2	0	0	0	SMC6	79677	chr2	-	structural maintenance of chromosomes 6
5UTR	NM_001142286	60644	17934893	17927218	2	8	0	3	SMC6	79677	chr2	-	structural maintenance of chromosomes 6
5UTR	NM_001143960	38737	61372331	61389977	4	0	13	0	C2orf74	339804	chr2	+	chromosome 2 open reading frame 74
5UTR	NM_001143960	38737	61372331	61390187	2	0	0	0	C2orf74	339804	chr2	+	chromosome 2 open reading frame 74
5UTR	NM_001143960	38737	61385147	61389977	1	0	4	0	C2orf74	339804	chr2	+	chromosome 2 open reading frame 74
5UTR	NM_001143960	38737	61386574	61389977	3	0	3	0	C2orf74	339804	chr2	+	chromosome 2 open reading frame 74
5UTR	NM_001143960	38737	61390090	61390187	14	1	42	2	C2orf74	339804	chr2	+	chromosome 2 open reading frame 74
5UTR	NM_001145450	9179	39103251	39107320	8	17	13	18	MORN2	729967	chr2	+	MORN repeat containing 2
5UTR	NM_001145450	9179	39107370	39107741	16	24	17	36	MORN2	729967	chr2	+	MORN repeat containing 2
5UTR	NM_001145451	13169	39130723	39146504	1	0	0	0	ARHGEF33	100271715	chr2	+	Rho guanine nucleotide exchange factor 33
5UTR	NM_001145664	13271	102091098	102083362	0	0	0	4	RFX8	731220	chr2	-	RFX family member 8, lacking RFX DNA binding domain
5UTR	NM_001145873	6705	87034570	87028780	1	0	0	0	CD8A	925	chr2	-	CD8a molecule
5UTR	NM_001146158	47805	74692441	74692114	0	0	1	0	MOGS	7841	chr2	-	mannosyl-oligosaccharide glucosidase
5UTR	NM_001160033	33858	201390975	201397697	0	1	0	1	SGO2	151246	chr2	+	shugoshin 2
5UTR	NM_001160033	33858	201396624	201397697	0	0	0	1	SGO2	151246	chr2	+	shugoshin 2
5UTR	NM_001166240	2025	27333490	27327245	0	1	0	0	CGREF1	10669	chr2	-	cell growth regulator with EF-hand domain 1
5UTR	NM_001166240	2025	27341714	27327245	1	0	0	0	CGREF1	10669	chr2	-	cell growth regulator with EF-hand domain 1
5UTR	NM_001166285	23406	73461512	73462678	1	0	0	0	CCT7	10574	chr2	+	chaperonin containing TCP1 subunit 7
5UTR	NM_001166285	23406	73461512	73466771	54	85	54	78	CCT7	10574	chr2	+	chaperonin containing TCP1 subunit 7
5UTR	NM_001166285	23406	73462773	73466771	0	0	1	1	CCT7	10574	chr2	+	chaperonin containing TCP1 subunit 7
5UTR	NM_001167959	45038	39893514	39931221	2	0	4	0	TMEM178A	130733	chr2	+	transmembrane protein 178A
5UTR	NM_001167959	45038	39931334	39934189	0	0	2	0	TMEM178A	130733	chr2	+	transmembrane protein 178A
5UTR	NM_001168298	4923	218991076	218994037	2	0	0	0	CXCR2	3579	chr2	+	C-X-C motif chemokine receptor 2
5UTR	NM_001168298	4923	218991076	218999500	1	0	0	0	CXCR2	3579	chr2	+	C-X-C motif chemokine receptor 2
5UTR	NM_001168298	4923	218994088	218999500	0	1	0	0	CXCR2	3579	chr2	+	C-X-C motif chemokine receptor 2
5UTR	NM_001171506	34512	47142862	47136316	12	5	6	11	MCFD2	90411	chr2	-	multiple coagulation factor deficiency 2
5UTR	NM_001171506	34512	47142862	47138012	1	0	0	1	MCFD2	90411	chr2	-	multiple coagulation factor deficiency 2
5UTR	NM_001171506	34512	47168711	47136316	0	3	0	0	MCFD2	90411	chr2	-	multiple coagulation factor deficiency 2
5UTR	NM_001171603	8983	44588519	44586889	1	0	0	0	PREPL	9581	chr2	-	prolyl endopeptidase like
5UTR	NM_001171603	8983	44588556	44586889	0	0	0	1	PREPL	9581	chr2	-	prolyl endopeptidase like
5UTR	NM_001172173	61713	166351438	166374383	2	1	0	0	CSRNP3	80034	chr2	+	cysteine and serine rich nuclear protein 3
5UTR	NM_001172173	61713	166374471	166451553	1	0	0	0	CSRNP3	80034	chr2	+	cysteine and serine rich nuclear protein 3
5UTR	NM_001178042	6973	120124636	120125140	0	2	0	1	DBI	1622	chr2	+	diazepam binding inhibitor, acyl-CoA binding protein
5UTR	NM_001178042	6973	120124666	120125140	0	1	0	0	DBI	1622	chr2	+	diazepam binding inhibitor, acyl-CoA binding protein
5UTR	NM_001190265	44907	68280193	68274451	0	1	0	3	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68290077	68274447	0	1	0	0	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68290077	68274451	2	3	2	2	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68290077	68280269	1	0	1	3	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68290090	68274451	2	7	2	0	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68290090	68280269	1	2	3	2	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190265	44907	68361834	68274451	3	0	0	0	C1D	10438	chr2	-	C1D nuclear receptor corepressor
5UTR	NM_001190267	40126	234160588	234164748	10	11	2	19	ATG16L1	55054	chr2	+	autophagy related 16 like 1
5UTR	NM_001190267	40126	234164841	234171776	10	7	6	22	ATG16L1	55054	chr2	+	autophagy related 16 like 1
5UTR	NM_001190879	45575	148739497	148733544	0	1	0	0	ORC4	5000	chr2	-	origin recognition complex subunit 4
5UTR	NM_001190879	45575	148778177	148733544	0	1	1	3	ORC4	5000	chr2	-	origin recognition complex subunit 4
5UTR	NM_001190879	45575	148778202	148733544	2	4	2	6	ORC4	5000	chr2	-	origin recognition complex subunit 4
5UTR	NM_001190879	45575	148779017	148733544	0	1	0	0	ORC4	5000	chr2	-	origin recognition complex subunit 4
5UTR	NM_001195382	28643	241538123	241545804	0	0	0	1	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195382	28643	241544987	241545804	0	38	0	13	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195382	28643	241544987	241555805	0	1	0	0	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195382	28643	241546029	241555805	0	46	0	16	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195382	28643	241556810	241558305	0	19	2	15	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195382	28643	241557913	241558305	2	16	0	5	GPR35	2859	chr2	+	G protein-coupled receptor 35
5UTR	NM_001195685	16604	150187236	150294152	0	5	1	0	LYPD6	130574	chr2	+	LY6/PLAUR domain containing 6
5UTR	NM_001197260	17633	74776299	74782281	0	0	0	1	DOK1	1796	chr2	+	docking protein 1
5UTR	NM_001197260	17633	74781941	74782281	1	2	0	5	DOK1	1796	chr2	+	docking protein 1
5UTR	NM_001197260	17633	74781941	74782283	0	0	0	1	DOK1	1796	chr2	+	docking protein 1
5UTR	NM_001197260	17633	74781986	74782281	0	0	0	3	DOK1	1796	chr2	+	docking protein 1
5UTR	NM_001197260	17633	74782580	74782702	11	9	4	10	DOK1	1796	chr2	+	docking protein 1
5UTR	NM_001198593	31135	48757355	48807726	11	0	9	0	STON1-GTF2A1L	286749	chr2	+	STON1-GTF2A1L readthrough
5UTR	NM_001198593	31135	48757968	48807726	9	0	2	1	STON1-GTF2A1L	286749	chr2	+	STON1-GTF2A1L readthrough
5UTR	NM_001198595	9103	48757127	48757852	2	0	0	0	STON1	11037	chr2	+	stonin 1
5UTR	NM_001198595	9103	48757355	48757852	8	0	4	0	STON1	11037	chr2	+	stonin 1
5UTR	NM_001198595	9103	48757355	48807726	11	0	9	0	STON1	11037	chr2	+	stonin 1
5UTR	NM_001198595	9103	48757968	48807726	9	0	2	1	STON1	11037	chr2	+	stonin 1
5UTR	NM_001198954	31781	86849784	86847592	12	16	12	6	RNF103-CHMP3	100526767	chr2	-	RNF103-CHMP3 readthrough
5UTR	NM_001199140	51292	128641777	128631846	1	4	2	4	AMMECR1L	83607	chr2	-	AMMECR1 like
5UTR	NM_001199140	51292	128643384	128641886	2	2	0	0	AMMECR1L	83607	chr2	-	AMMECR1 like
5UTR	NM_001199241	32714	143635305	143642918	0	2	0	0	KYNU	8942	chr2	+	kynureninase
5UTR	NM_001199287	13341	170551132	170551725	2	2	4	1	PHOSPHO2	493911	chr2	+	phosphatase, orphan 2
5UTR	NM_001199287	13341	170551251	170551725	2	4	0	3	PHOSPHO2	493911	chr2	+	phosphatase, orphan 2
5UTR	NM_001199287	13341	170551757	170553871	6	6	5	4	PHOSPHO2	493911	chr2	+	phosphatase, orphan 2
5UTR	NM_001199287	13341	170554041	170557456	3	3	1	1	PHOSPHO2	493911	chr2	+	phosphatase, orphan 2
5UTR	NM_001199287	13341	170554492	170557456	1	0	0	0	PHOSPHO2	493911	chr2	+	phosphatase, orphan 2
5UTR	NM_001199290	13342	170551132	170551725	2	2	4	1	PHOSPHO2-KLHL23	100526832	chr2	+	PHOSPHO2-KLHL23 readthrough
5UTR	NM_001199290	13342	170551251	170551725	2	4	0	3	PHOSPHO2-KLHL23	100526832	chr2	+	PHOSPHO2-KLHL23 readthrough
5UTR	NM_001199290	13342	170551757	170553871	6	6	5	4	PHOSPHO2-KLHL23	100526832	chr2	+	PHOSPHO2-KLHL23 readthrough
5UTR	NM_001199290	13342	170554041	170591523	2	0	0	0	PHOSPHO2-KLHL23	100526832	chr2	+	PHOSPHO2-KLHL23 readthrough
5UTR	NM_001199290	13342	170590597	170591523	7	7	1	0	PHOSPHO2-KLHL23	100526832	chr2	+	PHOSPHO2-KLHL23 readthrough
5UTR	NM_001199747	25154	176994502	176995524	1	0	0	0	HOXD8	3234	chr2	+	homeobox D8
5UTR	NM_001199770	62302	63278452	63280015	0	0	0	1	OTX1	5013	chr2	+	orthodenticle homeobox 1
5UTR	NM_001201428	29182	171785909	171804860	0	0	1	0	GORASP2	26003	chr2	+	golgi reassembly stacking protein 2
5UTR	NM_001201428	29182	171785913	171804860	12	24	9	11	GORASP2	26003	chr2	+	golgi reassembly stacking protein 2
5UTR	NM_001201428	29182	171786451	171804860	0	0	0	1	GORASP2	26003	chr2	+	golgi reassembly stacking protein 2
5UTR	NM_001201428	29182	171804890	171806049	1	0	0	0	GORASP2	26003	chr2	+	golgi reassembly stacking protein 2
5UTR	NM_001201428	29182	171804940	171806049	23	48	21	25	GORASP2	26003	chr2	+	golgi reassembly stacking protein 2
5UTR	NM_001201480	36187	179059401	179149654	1	0	0	0	OSBPL6	114880	chr2	+	oxysterol binding protein like 6
5UTR	NM_001206864	2155	202316661	202319469	0	2	1	3	STRADB	55437	chr2	+	STE20-related kinase adaptor beta
5UTR	NM_001206864	2155	202316661	202319472	0	0	0	1	STRADB	55437	chr2	+	STE20-related kinase adaptor beta
5UTR	NM_001243313	31455	219536938	219537464	3	2	1	1	STK36	27148	chr2	+	serine/threonine kinase 36
5UTR	NM_001243313	31455	219537088	219537464	2	1	0	0	STK36	27148	chr2	+	serine/threonine kinase 36
5UTR	NM_001243835	33169	192015673	192012930	0	1	0	0	STAT4	6775	chr2	-	signal transducer and activator of transcription 4
5UTR	NM_001243835	33169	192019944	192012930	1	0	0	0	STAT4	6775	chr2	-	signal transducer and activator of transcription 4
5UTR	NM_001244676	34623	88470826	88472658	1	0	0	0	THNSL2	55258	chr2	+	threonine synthase like 2
5UTR	NM_001252612	7036	71503884	71575883	0	1	0	0	ZNF638	27332	chr2	+	zinc finger protein 638
5UTR	NM_001252612	7036	71558995	71575883	2	1	1	0	ZNF638	27332	chr2	+	zinc finger protein 638
5UTR	NM_001252612	7036	71559005	71575883	1	3	1	1	ZNF638	27332	chr2	+	zinc finger protein 638
5UTR	NM_001252668	38985	189156893	189248490	4	1	4	0	GULP1	51454	chr2	+	GULP, engulfment adaptor PTB domain containing 1
5UTR	NM_001252668	38985	189156946	189248490	1	0	0	0	GULP1	51454	chr2	+	GULP, engulfment adaptor PTB domain containing 1
5UTR	NM_001252668	38985	189157839	189248490	3	0	2	0	GULP1	51454	chr2	+	GULP, engulfment adaptor PTB domain containing 1
5UTR	NM_001252668	38985	189248616	189342386	14	1	5	0	GULP1	51454	chr2	+	GULP, engulfment adaptor PTB domain containing 1
5UTR	NM_001252668	38985	189331295	189342386	2	0	2	0	GULP1	51454	chr2	+	GULP, engulfment adaptor PTB domain containing 1
5UTR	NM_001254736	28935	192542967	192543716	0	1	0	1	NABP1	64859	chr2	+	nucleic acid binding protein 1
5UTR	NM_001254736	28935	192543431	192543716	0	8	0	11	NABP1	64859	chr2	+	nucleic acid binding protein 1
5UTR	NM_001254736	28935	192543854	192546672	2	15	0	12	NABP1	64859	chr2	+	nucleic acid binding protein 1
5UTR	NM_001256090	16671	176012643	176001214	0	0	0	1	ATF2	1386	chr2	-	activating transcription factor 2
5UTR	NM_001256090	16671	176015788	176001214	7	7	3	3	ATF2	1386	chr2	-	activating transcription factor 2
5UTR	NM_001256090	16671	176031455	176015886	0	0	0	1	ATF2	1386	chr2	-	activating transcription factor 2
5UTR	NM_001256090	16671	176032778	176001214	0	0	0	1	ATF2	1386	chr2	-	activating transcription factor 2
5UTR	NM_001256090	16671	176032778	176015886	7	4	0	1	ATF2	1386	chr2	-	activating transcription factor 2
5UTR	NM_001256139	36431	85636071	85629281	0	0	0	1	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85636889	85629281	0	0	0	3	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85637405	85629281	0	0	0	6	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85637440	85629281	1	17	0	134	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85640266	85629281	0	0	0	2	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85641107	85629281	4	14	4	75	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256139	36431	85649041	85629281	0	0	0	1	CAPG	822	chr2	-	capping actin protein, gelsolin like
5UTR	NM_001256584	6681	127413888	127447831	45	2	71	2	GYPC	2995	chr2	+	glycophorin C (Gerbich blood group)
5UTR	NM_001257102	20196	201936766	201943604	0	2	1	0	NDUFB3	4709	chr2	+	NADH:ubiquinone oxidoreductase subunit B3
5UTR	NM_001257102	20196	201936782	201937062	0	3	0	0	NDUFB3	4709	chr2	+	NADH:ubiquinone oxidoreductase subunit B3
5UTR	NM_001257102	20196	201936782	201943604	76	232	102	145	NDUFB3	4709	chr2	+	NADH:ubiquinone oxidoreductase subunit B3
5UTR	NM_001257102	20196	201937084	201943604	1	6	2	13	NDUFB3	4709	chr2	+	NADH:ubiquinone oxidoreductase subunit B3
5UTR	NM_001257102	20196	201937876	201943604	0	0	1	0	NDUFB3	4709	chr2	+	NADH:ubiquinone oxidoreductase subunit B3
5UTR	NM_001261453	57143	207082533	207078149	1	0	0	0	GPR1	2825	chr2	-	G protein-coupled receptor 1
5UTR	NM_001267050	8139	175347601	175346715	0	1	0	0	GPR155	151556	chr2	-	G protein-coupled receptor 155
5UTR	NM_001267050	8139	175347738	175346715	3	1	0	0	GPR155	151556	chr2	-	G protein-coupled receptor 155
5UTR	NM_001267050	8139	175351601	175346715	2	0	0	0	GPR155	151556	chr2	-	G protein-coupled receptor 155
5UTR	NM_001267063	3546	131862971	131878507	5	29	2	20	PLEKHB2	55041	chr2	+	pleckstrin homology domain containing B2
5UTR	NM_001267063	3546	131865637	131878507	0	0	0	1	PLEKHB2	55041	chr2	+	pleckstrin homology domain containing B2
5UTR	NM_001270436	19383	37898569	37873965	14	4	36	2	CDC42EP3	10602	chr2	-	CDC42 effector protein 3
5UTR	NM_001270998	19750	220071567	220071692	0	16	6	5	ZFAND2B	130617	chr2	+	zinc finger AN1-type containing 2B
5UTR	NM_001271318	6867	27806009	27806525	4	1	0	1	ZNF512	84450	chr2	+	zinc finger protein 512
5UTR	NM_001271318	6867	27806009	27820934	2	1	2	0	ZNF512	84450	chr2	+	zinc finger protein 512
5UTR	NM_001271318	6867	27806583	27820934	3	1	0	0	ZNF512	84450	chr2	+	zinc finger protein 512
5UTR	NM_001271318	6867	27806583	27820937	2	0	0	0	ZNF512	84450	chr2	+	zinc finger protein 512
5UTR	NM_001271977	19594	242447858	242447550	11	18	10	4	STK25	10494	chr2	-	serine/threonine kinase 25
5UTR	NM_001271977	19594	242447920	242447550	1	4	4	2	STK25	10494	chr2	-	serine/threonine kinase 25
5UTR	NM_001277061	33615	228190143	228193394	12	11	7	3	MFF	56947	chr2	+	mitochondrial fission factor
5UTR	NM_001277061	33615	228193505	228194322	3	2	4	0	MFF	56947	chr2	+	mitochondrial fission factor
5UTR	NM_001278277	1436	11595468	11593924	1	0	0	1	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278277	1436	11597305	11593924	1	3	2	2	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278277	1436	11597305	11595600	0	0	0	2	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278277	1436	11605898	11593924	0	3	0	0	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278277	1436	11605898	11598477	1	0	1	0	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278277	1436	11606114	11597359	1	0	0	0	E2F6	1876	chr2	-	E2F transcription factor 6
5UTR	NM_001278283	57461	210867507	210868162	0	1	0	0	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278283	57461	210867507	210874381	11	22	3	26	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278283	57461	210867507	210880697	1	1	2	2	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278283	57461	210868181	210874381	0	1	0	0	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278283	57461	210868192	210874381	0	0	0	1	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278283	57461	210879333	210880697	1	0	0	0	RPE	6120	chr2	+	ribulose-5-phosphate-3-epimerase
5UTR	NM_001278552	62303	220118464	220116952	0	1	0	0	TUBA4A	7277	chr2	-	tubulin alpha 4a
5UTR	NM_001278552	62303	220118578	220116952	2	25	5	7	TUBA4A	7277	chr2	-	tubulin alpha 4a
5UTR	NM_001281513	667	26467858	26477115	39	48	39	16	HADHB	3032	chr2	+	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
5UTR	NM_001281513	667	26477186	26477298	47	74	47	26	HADHB	3032	chr2	+	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
5UTR	NM_001281513	667	26477342	26483849	0	0	2	0	HADHB	3032	chr2	+	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
5UTR	NM_001282353	59106	161057647	161056589	0	0	0	1	ITGB6	3694	chr2	-	integrin subunit beta 6
5UTR	NM_001282428	58464	18060073	18098947	6	2	7	0	KCNS3	3790	chr2	+	potassium voltage-gated channel modifier subfamily S member 3
5UTR	NM_001282428	58464	18099138	18112217	4	3	6	2	KCNS3	3790	chr2	+	potassium voltage-gated channel modifier subfamily S member 3
5UTR	NM_001282428	58464	18110924	18112217	0	0	1	0	KCNS3	3790	chr2	+	potassium voltage-gated channel modifier subfamily S member 3
5UTR	NM_001282597	56846	79740333	79878678	1	0	0	0	CTNNA2	1496	chr2	+	catenin alpha 2
5UTR	NM_001282687	22690	244627	242871	0	0	0	3	SH3YL1	26751	chr2	-	SH3 and SYLF domain containing 1
5UTR	NM_001282687	22690	247538	243562	0	0	1	4	SH3YL1	26751	chr2	-	SH3 and SYLF domain containing 1
